"","SYMBOL","FC","DESeq2.STAT","PVAL","ADJ.PVAL"
"1300","COL10A1",7.51843861576236,47.9236174809961,0,0
"4320","MMP11",6.0521636655643,40.473845420824,0,0
"1301","COL11A1",6.02774113974556,32.9053351618886,1.84370729578645e-237,2.29984048076401e-233
"114818","KLHL29",-3.03041911020972,-32.3310679149809,2.56058480230709e-229,3.19407348239786e-225
"11096","ADAMTS5",-3.15591513629898,-30.7080966638412,4.43771019458949e-207,5.53559969673093e-203
"54437","SEMA5B",3.32619000778058,30.3093122298201,8.64216308121025e-202,1.07802342275017e-197
"762","CA4",-7.19298519149731,-30.0037415492994,8.7703237690891e-198,1.09401018695617e-193
"11131","CAPN11",-3.07903737620676,-29.9862220417674,1.48418934868746e-197,1.85137779355274e-193
"4751","NEK2",4.48721280270672,29.8189427867376,2.21967761260162e-195,2.76882585395926e-191
"24137","KIF4A",3.97048445084449,29.6277260031569,6.5680103072265e-193,8.19293605723434e-189
"3624","INHBA",3.70681759588991,29.3134988098444,6.97949433220138e-189,8.706221229988e-185
"10253","SPRY2",-2.69122485451084,-28.7911817038884,2.76586027060252e-182,3.45013410154959e-178
"3201","HOXA4",-2.71388284661238,-28.6999565409407,3.82000509008721e-181,4.76507434937479e-177
"5348","FXYD1",-4.50216983675992,-28.604885061847,5.8416001145761e-180,7.28681198292223e-176
"25891","PAMR1",-3.88866062474397,-28.4359510121873,7.27041294596695e-178,9.06911310879918e-174
"2920","CXCL2",-4.67421693417915,-28.275725447065,6.87306183063467e-176,8.57345732753369e-172
"100506755","MIR497HG",-2.36843878738681,-27.7971129437025,4.70068504667957e-170,5.8636345272281e-166
"25802","LMOD1",-2.86679992642105,-27.7893514671962,5.83400256375802e-170,7.27733479803176e-166
"5187","PER1",-2.24991133646739,-27.7544120995204,1.54142151079557e-169,1.92276919256639e-165
"22974","TPX2",3.38497932048038,27.6861727089227,1.024486145336e-168,1.27794401769213e-164
"146894","CD300LG",-6.22683234530501,-27.6571376092026,2.29030954673537e-168,2.8569321285977e-164
"1756","DMD",-3.36971654319794,-27.4880128253615,2.44205625377838e-166,3.04622097096315e-162
"23336","SYNM",-4.10606568654693,-27.4351113943223,1.045957316953e-165,1.30472715716717e-161
"3131","HLF",-3.59961464626234,-27.3207259911081,2.40644049578812e-164,3.0017938744461e-160
"94274","PPP1R14A",-3.38670446243905,-27.1292585391559,4.44905785849919e-162,5.54975477269189e-158
"83540","NUF2",3.56987085161893,27.123482827678,5.20478706206304e-162,6.49245138121743e-158
"64344","HIF3A",-4.72857806083256,-27.0320246699083,6.21424126891983e-161,7.7516445588506e-157
"85480","TSLP",-4.10796421932598,-27.0050809092168,1.28818529869667e-160,1.60688234159423e-156
"256691","MAMDC2",-3.21023253551353,-26.9890044364606,1.98942483832393e-160,2.48160854332527e-156
"57447","NDRG2",-2.78341699821709,-26.8024247685202,3.02765083123502e-158,3.77669164688256e-154
"55723","ASF1B",2.95439699657442,26.7150971573307,3.14318010883583e-157,3.92080286776181e-153
"29089","UBE2T",2.93348715005136,26.5381448919017,3.51954909525238e-155,4.39028554141782e-151
"4311","MME",-3.65502078769032,-26.525558316643,4.91725814221698e-155,6.13378780660146e-151
"9088","PKMYT1",3.8806781275803,26.4557045874477,3.13699348044952e-154,3.91308566751273e-150
"10112","KIF20A",3.47804499774469,26.3948970866978,1.56804688806257e-153,1.95598168816925e-149
"10349","ABCA10",-4.070966932801,-26.3599619191982,3.94579871629016e-153,4.92198931870035e-149
"6241","RRM2",3.68724016649161,26.3331023237835,8.01508304665725e-153,9.99801459240025e-149
"286133","SCARA5",-6.25914353925665,-26.306558488885,1.61345026435154e-152,2.01261785975211e-148
"4915","NTRK2",-3.94221822327271,-26.3000951626414,1.91291241907861e-152,2.38616695155866e-148
"4629","MYH11",-3.7016402390066,-26.2403453958056,9.21225193639661e-152,1.14913630654611e-147
"2706","GJB2",4.24856765379979,26.235186474508,1.05496106564408e-151,1.31595843328442e-147
"1063","CENPF",3.26840673079283,26.2295771719702,1.22245660133103e-151,1.52489236450033e-147
"3590","IL11RA",-1.98937845946259,-26.217605221935,1.67408237734539e-151,2.08825035750064e-147
"153579","BTNL9",-4.23513979443026,-26.1848264202636,3.95648917747666e-151,4.93532459998439e-147
"11065","UBE2C",3.87859622166704,26.174542367611,5.18091665522044e-151,6.46267543572197e-147
"3202","HOXA5",-2.93713700651247,-26.0702318309992,7.93448665113878e-150,9.89747864863051e-146
"55355","HJURP",3.45037571311385,26.0652247854897,9.04247099054307e-150,1.12795783136034e-145
"60495","HPSE2",-4.42869960340385,-26.0591915209985,1.0584635725944e-149,1.32032746045425e-145
"699","BUB1",3.32533579008691,26.0505714822929,1.32543718749488e-149,1.65335034768111e-145
"57405","SPC25",3.02358390329069,25.9976671264139,5.26224933312489e-149,6.56412981813999e-145
"4660","PPP1R12B",-2.02893301890344,-25.9216420092531,3.79801747702743e-148,4.73764700084402e-144
"10894","LYVE1",-4.67748065867537,-25.9171591488648,4.26671713596509e-148,5.32230295540286e-144
"84913","ATOH8",-3.8790044942524,-25.8969693329912,7.2043180807923e-148,8.98666637398032e-144
"983","CDK1",2.98588131150277,25.8924743351828,8.09503063102952e-148,1.00977412091462e-143
"1311","COMP",4.73415058999832,25.8691555463572,1.48152634817613e-147,1.8480559667149e-143
"55143","CDCA8",2.70699780481993,25.8575682483849,2.00011772974278e-147,2.49494685608114e-143
"6376","CX3CL1",-3.10648744640477,-25.8419418742065,2.99740435876342e-147,3.73896219712149e-143
"51514","DTL",3.09182428409215,25.8261688142413,4.50792762575163e-147,5.62318892036259e-143
"128239","IQGAP3",3.5969970360431,25.7385574045777,4.32957590656106e-146,5.40071298584427e-142
"55165","CEP55",3.39443571056268,25.706817001445,9.80750883213768e-146,1.22338865172085e-141
"3952","LEP",-7.18553075124938,-25.6299680986002,7.07194753084785e-145,8.8215473499796e-141
"9156","EXO1",3.45748289601831,25.62589567885,7.85116577614966e-145,9.79354418916909e-141
"9787","DLGAP5",3.4717961813589,25.5853094167559,2.22307836450317e-144,2.77306795188125e-140
"9737","GPRASP1",-2.33051434503172,-25.4984052463913,2.05318816462977e-143,2.56114691655917e-139
"7153","TOP2A",3.65377035184072,25.4903956813329,2.51911098784427e-143,3.14233904623694e-139
"150468","CKAP2L",3.4445532465095,25.3078936102136,2.61508253972306e-141,3.26205396005055e-137
"3161","HMMR",3.21299158546183,25.2707855262239,6.69390483172417e-141,8.34997688709273e-137
"128553","TSHZ2",-2.63606389165221,-25.2242076053178,2.17369242738794e-140,2.71146393392372e-136
"54821","ERCC6L",2.96682130191213,25.2063601999765,3.4115280025681e-140,4.25554003040344e-136
"4147","MATN2",-3.22285357669137,-25.174744975889,7.57471986158009e-140,9.44870555533501e-136
"6330","SCN4B",-2.87169288672377,-25.1534262219539,1.29633721324754e-139,1.61705103980498e-135
"1164","CKS2",2.36667690540516,25.1039303895022,4.50537494611889e-139,5.62000470778871e-135
"7148","TNXB",-4.19473764825352,-25.0764409815793,8.98968344697401e-139,1.12137311317554e-134
"51203","NUSAP1",3.14013355421703,25.0535636840939,1.59651302900341e-138,1.99149035237885e-134
"2327","FMO2",-3.93841853333709,-25.0351815209131,2.53178173985225e-138,3.1581445422917e-134
"63967","CLSPN",2.82117990939691,25.0059311522361,5.26957200350124e-138,6.57326411716745e-134
"11130","ZWINT",2.42281070935678,24.9880252586587,8.25035660867436e-138,1.02914948336604e-133
"259266","ASPM",3.74354667194165,24.9601207212119,1.65810448348697e-137,2.06831953270164e-133
"54443","ANLN",3.40269314271715,24.901460765596,7.17397255170816e-137,8.94881336100076e-133
"64151","NCAPG",2.78325917477713,24.8862984038401,1.04700279109591e-136,1.30603128161304e-132
"29128","UHRF1",3.48365148283164,24.8750409637828,1.38607394734331e-136,1.72898864191604e-132
"80332","ADAM33",-3.40368462119052,-24.7861515157639,1.26444902389139e-135,1.57727371240212e-131
"10403","NDC80",2.98587975593499,24.6984384052897,1.11160911013491e-134,1.38662120398228e-130
"388335","TMEM220",-2.41408063459813,-24.6447379279807,4.19064304722147e-134,5.22740813710407e-130
"26255","PTTG3P",2.86033906668239,24.6262643683984,6.61081547996318e-134,8.24633122970607e-130
"23492","CBX7",-1.9170647446906,-24.5912314034174,1.56777632504897e-133,1.95564418786609e-129
"83461","CDCA3",3.10194391233518,24.5162335980537,9.91628843531885e-133,1.23695781942167e-128
"4288","MKI67",3.32915015326546,24.5062095647306,1.26833182989202e-132,1.5821171246073e-128
"2335","FN1",3.2870826138132,24.4428961297112,5.98854736450303e-132,7.47011398248109e-128
"5347","PLK1",3.11273865246909,24.4428212932227,5.99953005417981e-132,7.48381378958389e-128
"6790","AURKA",2.7567671152541,24.4191472039649,1.07083974558871e-131,1.33576549864736e-127
"55974","SLC50A1",1.80716487763843,24.4078221728382,1.41253924000932e-131,1.76200144798763e-127
"63924","CIDEC",-6.60904442284834,-24.3977524720355,1.80674882782703e-131,2.25373848783144e-127
"11004","KIF2C",3.00139330499404,24.3626301092059,4.25993852998757e-131,5.3138473223065e-127
"90293","KLHL13",-3.07184681412342,-24.3535668289303,5.31423912338198e-131,6.62898188250668e-127
"51665","ASB1",-1.17979903778514,-24.347765789544,6.12198537606847e-131,7.63656455810781e-127
"84668","FAM126A",-1.89587735020186,-24.2743731002171,3.65671388203215e-130,4.56138489644691e-126
"9833","MELK",3.3979053355402,24.2684606627694,4.22200827073999e-130,5.26653311692107e-126
"3753","KCNE1",-4.06112898942139,-24.2476311470664,7.00378016491384e-130,8.73651537771353e-126
"9928","KIF14",3.59135851995333,24.2317218785456,1.03061382649787e-129,1.28558768717344e-125
"131578","LRRC15",4.01181278571625,24.1754078114089,4.03688985566328e-129,5.03561640595437e-125
"114787","GPRIN1",2.60079398301466,24.1738106882473,4.19607778435513e-129,5.23418742820459e-125
"1033","CDKN3",2.77126667258802,24.1698296221169,4.62068971205494e-129,5.76384834681733e-125
"6328","SCN3A",-3.38735483568486,-24.1509473821088,7.29745107002376e-129,9.10284046474764e-125
"477","ATP1A2",-4.64118496306164,-24.1098575898056,1.9702299773162e-128,2.45766487370423e-124
"5307","PITX1",4.21883126924612,24.10178057048,2.39453094470742e-128,2.98693790042803e-124
"64221","ROBO3",-2.38017693737429,-24.0971416318094,2.67828086432217e-128,3.34088755015547e-124
"2819","GPD1",-5.96940102551032,-24.0853239182412,3.56216060616311e-128,4.44343914012787e-124
"150771","ITPRIPL1",-2.81385504370346,-24.0511802724667,8.11373989763812e-128,1.01210791483138e-123
"9542","NRG2",-3.54507714281582,-24.0477968076692,8.80279875630499e-128,1.09806111686148e-123
"57569","ARHGAP20",-2.89372435508036,-24.029019254411,1.38354019492242e-127,1.72582803914623e-123
"2246","FGF1",-2.2027919028197,-23.9181469707149,1.98312763017183e-126,2.47375340587634e-122
"80760","ITIH5",-3.93288768387307,-23.9067590139918,2.6050810123656e-126,3.24957805482486e-122
"6263","RYR3",-2.88294590941429,-23.8703256969876,6.22966431310044e-126,7.77088326416149e-122
"729359","PLIN4",-5.77456551384346,-23.8667246664058,6.78981762945213e-126,8.46961851097859e-122
"5212","VIT",-3.97594725036631,-23.8605295588421,7.87364038367053e-126,9.82157901459062e-122
"55635","DEPDC1",3.2350951138448,23.8375368939445,1.36376463258417e-125,1.70116000268549e-121
"9133","CCNB2",2.90852879424989,23.7405374513302,1.37609592075446e-124,1.71654205154911e-120
"667","DST",-2.39419648338904,-23.7312565115271,1.71588933810501e-124,2.14040036035219e-120
"353500","BMP8A",2.50383403008727,23.7232312336985,2.07650517107104e-124,2.59023255039401e-120
"2305","FOXM1",3.04470757057265,23.7173531855027,2.38777561800356e-124,2.97851130589764e-120
"118611","C10orf90",-4.41709412568857,-23.7150617218496,2.5213723478725e-124,3.14515986673616e-120
"285313","IGSF10",-3.4171794040256,-23.6918051888047,4.37996486910721e-124,5.46356817772434e-120
"891","CCNB1",2.29849953951361,23.6774615681939,6.15563281584303e-124,7.67853637448259e-120
"364","AQP7",-5.63021440237115,-23.6724840058382,6.92695777367558e-124,8.64068712688292e-120
"221150","SKA3",2.99178889989809,23.6611495463495,9.06253173434737e-124,1.13046020854249e-119
"10024","TROAP",3.21474268929245,23.6589996119527,9.5363105503109e-124,1.18955937804578e-119
"7083","TK1",2.77997566620177,23.634578621979,1.70068083472978e-123,2.12142927324193e-119
"1264","CNN1",-3.53401042171935,-23.6336956622788,1.73660816347079e-123,2.16624502311347e-119
"389432","SAMD5",-3.44994430365158,-23.6313026896419,1.83783215728566e-123,2.29251183299813e-119
"54810","GIPC2",-2.89972630804201,-23.6166972607269,2.59669998777593e-123,3.2391235647517e-119
"10615","SPAG5",2.43629716033153,23.6063955623576,3.31320228834651e-123,4.13288853448344e-119
"332","BIRC5",3.62720090846421,23.5517670992193,1.20409424742824e-122,1.50198716424198e-118
"338328","GPIHBP1",-4.01807594551285,-23.5423550916397,1.50343279208202e-122,1.87538206484311e-118
"701","BUB1B",2.9569185729902,23.5362978633346,1.73427680487394e-122,2.16333688639975e-118
"9232","PTTG1",2.7796714440239,23.5298497904732,2.01900838785105e-122,2.5185110630054e-118
"3832","KIF11",2.52159571760346,23.5192674330811,2.59088628523839e-122,3.23187155220636e-118
"3833","KIFC1",2.78247128794778,23.506207323608,3.52412575678389e-122,4.39599446901223e-118
"10752","CHL1",-3.39680705780651,-23.452182008464,1.25584782960356e-121,1.56654458264747e-117
"220134","SKA1",3.04864224656027,23.4426655246343,1.57043450625511e-121,1.95896000310262e-117
"2354","FOSB",-3.91017117337015,-23.4333544253362,1.95420176646325e-121,2.43767128348626e-117
"5346","PLIN1",-5.77820485222346,-23.431462261477,2.04296098970896e-121,2.54838953856296e-117
"28999","KLF15",-3.66808169667104,-23.428744085128,2.17755560726767e-121,2.71628286450569e-117
"6285","S100B",-4.58076111257846,-23.4280422529489,2.21372278221772e-121,2.76139779853839e-117
"991","CDC20",3.14937626289277,23.424419647799,2.41016131365231e-121,3.00643522264989e-117
"374393","FAM111B",3.10373652394701,23.4185564954984,2.76562558233205e-121,3.449841351401e-117
"64102","TNMD",-5.04980501413448,-23.4129939052699,3.15111362072925e-121,3.93069913049767e-117
"2167","FABP4",-5.90316495996196,-23.4001022450062,4.26334458258514e-121,5.31809603231671e-117
"79785","RERGL",-4.25572615297814,-23.3597478505569,1.09710112447702e-120,1.36852394267264e-116
"81610","FAM83D",3.33370235103602,23.3390300351356,1.78122932950298e-120,2.22190546562202e-116
"10840","ALDH1L1",-5.11508304836498,-23.3261942537261,2.4045053072357e-120,2.99937992024582e-116
"55872","PBK",3.45212343028484,23.2873796133094,5.95152831791998e-120,7.42393642377339e-116
"100506311","HOTAIRM1",-2.26963645971228,-23.2689069215148,9.15635958422839e-120,1.14216429453665e-115
"5649","RELN",-3.70238517842243,-23.2299827052983,2.26709224348896e-119,2.82797086452813e-115
"3977","LIFR",-2.61167721086932,-23.2251323208978,2.5379805258324e-119,3.16587690792333e-115
"728577","CNTNAP3B",-3.34733709227495,-23.2207213285187,2.81227592374e-119,3.50803298727328e-115
"140766","ADAMTS14",3.46677566366744,23.1859474292448,6.31140080173505e-119,7.8728413600843e-115
"3489","IGFBP6",-3.46438103478399,-23.1185704789094,3.01198873174039e-118,3.75715474397296e-114
"7704","ZBTB16",-3.97583195057673,-23.0280158744925,2.44322395413163e-117,3.04767756038379e-113
"2774","GNAL",-2.51459840105299,-23.0044223708521,4.20962241982791e-117,5.25108300649334e-113
"57519","STARD9",-2.21053093989604,-22.9553591593251,1.30262589396826e-116,1.62489554013601e-112
"56849","TCEAL7",-2.34748555546772,-22.939302376209,1.88426825046498e-116,2.35043621563002e-112
"11197","WIF1",-5.67036273467624,-22.9141616768118,3.3569272999182e-116,4.18743111391796e-112
"9481","SLC25A27",-2.92505208580626,-22.9069438287558,3.96182511099592e-116,4.94198064345631e-112
"2893","GRIA4",-4.69321972268987,-22.8896644415053,5.88922984787521e-116,7.34622531223953e-112
"4499","MT1M",-3.01036816824849,-22.8848051871701,6.58340203352271e-116,8.21213569661623e-112
"11082","ESM1",3.01020154238862,22.881847204173,7.04535759337372e-116,8.78837906197438e-112
"6854","SYN2",-3.84661665143337,-22.8810613842434,7.17342925465578e-116,8.94813565225762e-112
"30819","KCNIP2",-4.97775136868057,-22.8407837490161,1.8045979100403e-115,2.25105543298427e-111
"54997","TESC",-2.58998317002792,-22.8359488184251,2.01570823751738e-115,2.51439445547918e-111
"5166","PDK4",-3.58079527437339,-22.803202669467,4.26163711706803e-115,5.31596613983066e-111
"9134","CCNE2",2.53491199504384,22.7937777956157,5.28534609844617e-115,6.59294072320175e-111
"57685","CACHD1",-2.2695133716792,-22.7602102141402,1.13699604388771e-114,1.41828886514553e-110
"6517","SLC2A4",-4.04558333858451,-22.7096417897224,3.59762843602749e-114,4.48768171110069e-110
"1410","CRYAB",-3.92194695883141,-22.6904240559751,5.56981249470629e-114,6.94778410589662e-110
"126393","HSPB6",-4.61551746282083,-22.6790849200313,7.20723107468055e-114,8.99030004255652e-110
"5950","RBP4",-5.46209468838304,-22.6351262927788,1.95503420366855e-113,2.43870966565616e-109
"5137","PDE1C",-3.32733182365652,-22.6308089490386,2.15612365843425e-113,2.68954865153088e-109
"91653","BOC",-2.23194067843387,-22.6296002908778,2.21603018655574e-113,2.76427605470963e-109
"57030","SLC17A7",-3.11353585271322,-22.6095872033832,3.48785398218711e-113,4.3507490573802e-109
"3953","LEPR",-2.74928672822089,-22.6072190118413,3.68007088293396e-113,4.59052041937182e-109
"7018","TF",-4.39846609897149,-22.5919661328877,5.19820391269315e-113,6.48423956069344e-109
"11170","FAM107A",-3.61425874993068,-22.5368712384427,1.80641552981324e-112,2.25332273188904e-108
"890","CCNA2",2.67593575995798,22.5306620337469,2.07826987644855e-112,2.59243384388192e-108
"221091","LRRN4CL",-3.53730372320351,-22.5116215581461,3.193735247866e-112,3.98386534818805e-108
"5138","PDE2A",-3.01539556305586,-22.5092569316664,3.36869211231547e-112,4.20210654090231e-108
"5021","OXTR",-4.63026912186972,-22.504971193286,3.71052674731074e-112,4.62851106459542e-108
"4001","LMNB1",2.39912312091598,22.4840322585611,5.94833860031909e-112,7.41995757003803e-108
"10144","FAM13A",-2.28138354291385,-22.4773996345755,6.90683823573446e-112,8.61559001525516e-108
"10350","ABCA9",-3.53467140897593,-22.4750317021144,7.28515757859529e-112,9.08750556353977e-108
"1062","CENPE",2.49371313014907,22.4373777501997,1.69976332006612e-111,2.12028476545048e-107
"857","CAV1",-3.06275184838711,-22.403045791161,3.67570177049352e-111,4.58507038851362e-107
"92293","TMEM132C",-5.23654582559287,-22.3991671607362,4.01004373124232e-111,5.00212855035167e-107
"113130","CDCA5",2.73059000140852,22.393762899067,4.52708774740367e-111,5.64708925611133e-107
"990","CDC6",2.48954220187158,22.3753712360991,6.83862467048875e-111,8.53050041396766e-107
"9493","KIF23",2.55134815098428,22.3692239015604,7.8490328835456e-111,9.79088361893478e-107
"130497","OSR1",-3.64824642286334,-22.3566047218341,1.04140308342462e-110,1.29904620626387e-106
"7123","CLEC3B",-3.79895647757749,-22.291862201777,4.43170610172888e-110,5.52811019129661e-106
"117","ADCYAP1R1",-2.94158799251402,-22.2841498999748,5.26468394106517e-110,6.56716674808469e-106
"55083","KIF26B",3.06541527307161,22.2732164641601,6.7200289734887e-110,8.3825641415298e-106
"84171","LOXL4",-2.75164841738498,-22.268441578517,7.47561711273374e-110,9.32508478642407e-106
"4306","NR3C2",-2.47410033962949,-22.2383952492695,1.46088133425253e-109,1.82230337634661e-105
"301","ANXA1",-2.47655119191576,-22.224216410243,2.00348716698518e-109,2.49914989209731e-105
"3200","HOXA3",-2.28431161408765,-22.1769492198017,5.73374540715488e-109,7.152274020885e-105
"51512","GTSE1",2.78531890730654,22.1514276699888,1.01065147576111e-108,1.26068665086441e-104
"114904","C1QTNF6",2.28816455693742,22.0763123483941,5.33916144847038e-108,6.66006999082195e-104
"134466","ZNF300P1",-2.2160929252011,-22.0721737698819,5.85099258366637e-108,7.29852814886543e-104
"4081","MAB21L1",-2.95184695297738,-22.0393125275342,1.20959936496284e-107,1.50885424785465e-103
"6422","SFRP1",-4.80865454355254,-22.0226886358559,1.74592003805656e-107,2.17786065547175e-103
"1036","CDO1",-3.72621658951849,-21.9801362081176,4.46121584261653e-107,5.56492064207986e-103
"9452","ITM2A",-2.66410083691582,-21.9643275403771,6.31854895659384e-107,7.88175796845515e-103
"3316","HSPB2",-2.9292180184567,-21.9205550882948,1.65427960363754e-106,2.06354837757747e-102
"79801","SHCBP1",2.62029287643474,21.91097435178,2.0416741983033e-106,2.54678439496354e-102
"9055","PRC1",2.37215418746144,21.8943371383506,2.94151801216386e-106,3.6692495683732e-102
"2273","FHL1",-4.05061632504171,-21.8768207075239,4.31924260759837e-106,5.38782322871821e-102
"91851","CHRDL1",-4.77540146680352,-21.8385282920265,9.99223067456431e-106,1.24643085434515e-101
"3204","HOXA7",-2.70406674874979,-21.8381751281214,1.00697560464513e-105,1.25610136923433e-101
"8736","MYOM1",-3.22928794258652,-21.8103306070876,1.85133649143984e-105,2.30935713942205e-101
"157570","ESCO2",2.98020627533169,21.8018964288631,2.22600750494518e-105,2.77672176166861e-101
"5325","PLAGL1",-2.04866203866048,-21.7927049219306,2.72094593192777e-105,3.3941079554867e-101
"23397","NCAPH",2.53613041636458,21.6694787582459,3.98238277080913e-104,4.96762426830731e-100
"6288","SAA1",-4.61656429533353,-21.6545369036072,5.50819928812116e-104,6.87092779200233e-100
"126","ADH1C",-4.70722547212379,-21.6400309146043,7.54526565365937e-104,9.4119643763747e-100
"8854","ALDH1A2",-3.31800373420115,-21.630059200438,9.36629627323833e-104,1.16835179712375e-99
"154467","CCDC167",1.52524730002881,21.6264698768198,1.01240505625286e-103,1.26287406716982e-99
"154","ADRB2",-3.0140541249945,-21.5587925956754,4.37882443756319e-103,5.46214560341633e-99
"5888","RAD51",2.29768347118909,21.5553650246345,4.71536835408124e-103,5.88195048488093e-99
"5627","PROS1",-1.97506539836907,-21.5353929266677,7.25765289140955e-103,9.05319621674427e-99
"2662","GDF10",-4.30089644699768,-21.5224286268169,9.60000239792327e-103,1.19750429911695e-98
"4023","LPL",-4.41718348727774,-21.5164132012788,1.09297689476391e-102,1.3633793785285e-98
"124","ADH1A",-5.34369534741304,-21.5098846294731,1.25816886049967e-102,1.56943983658728e-98
"4605","MYBL2",3.32861558013955,21.4990480850496,1.58914041101572e-102,1.98229374870101e-98
"5877","RABIF",1.19361501168112,21.4960334614108,1.695775016686e-102,2.11530975581412e-98
"3779","KCNMB1",-2.84910808199535,-21.4778583003411,2.50806319639186e-102,3.12855803117921e-98
"2719","GPC3",-3.42205590891423,-21.4632144573141,3.43700722848432e-102,4.28732281681134e-98
"100505881","MAGI2-AS3",-2.08828074438049,-21.46108666141,3.59795954951408e-102,4.48809474206386e-98
"9837","GINS1",2.32025074827232,21.4316003016056,6.7809042881347e-102,8.45850000901923e-98
"5239","PGM5",-2.88629096325104,-21.4313911395146,6.81143517286352e-102,8.49658423462995e-98
"4638","MYLK",-2.20448798618492,-21.3674935522921,2.68146565564669e-101,3.34486025885368e-97
"5502","PPP1R1A",-4.68926849228778,-21.3496542378564,3.92834200236223e-101,4.90021381374664e-97
"32","ACACB",-3.3294464266924,-21.337786313431,5.06359516113908e-101,6.31632860400488e-97
"7272","TTK",2.69656611072734,21.319661033915,7.45967558433262e-101,9.30519932389651e-97
"6327","SCN2B",-3.33222496621688,-21.3092746228261,9.31268941055498e-101,1.16166487707263e-96
"11113","CIT",1.88313321427148,21.2780558937503,1.81305579134589e-100,2.26160579412487e-96
"3038","HAS3",-3.30545874931721,-21.2655186722138,2.36857763214685e-100,2.95456373833997e-96
"286827","TRIM59",2.15009811672073,21.2195812728189,6.2982395687238e-100,7.85642403802606e-96
"115908","CTHRC1",2.7493321030784,21.2155310473527,6.86472581318772e-100,8.56305897937036e-96
"51728","POLR3K",1.30619789519614,21.2115440881983,7.4719852311056e-100,9.32055437728112e-96
"147463","ANKRD29",-2.62507557899242,-21.2069105653776,8.24536867334241e-100,1.02852728831273e-95
"9365","KL",-2.55039893561558,-21.1870961410986,1.25608991540441e-99,1.56684656047546e-95
"1149","CIDEA",-5.9131496036778,-21.1784083325583,1.51050446514989e-99,1.88420326982798e-95
"79937","CNTNAP3",-3.16530818296589,-21.1747867213248,1.63118598198835e-99,2.03474139393227e-95
"761","CA3",-4.00420708619778,-21.1704351955898,1.78897910957295e-99,2.23157254128129e-95
"84281","C2orf88",-2.90961339836764,-21.157808906559,2.33839174395187e-99,2.91690986140556e-95
"26577","PCOLCE2",-5.03475682299528,-21.1370718362633,3.62906710543683e-99,4.52689830732191e-95
"1958","EGR1",-2.77980562459462,-21.1319385401751,4.04591246560164e-99,5.04687120959148e-95
"55215","FANCI",1.84332380674242,21.1276025814,4.43500709183857e-99,5.53222784635944e-95
"220965","FAM13C",-2.36121019893813,-21.0913911277286,9.54142245843285e-99,1.19019703746491e-94
"7355","SLC35A2",1.24954053316791,21.0879600897982,1.02590887553426e-98,1.27971873134144e-94
"554","AVPR2",-3.35465318087769,-21.0879562020353,1.02599317641169e-98,1.27982388825594e-94
"148113","CILP2",2.99309462001594,21.0782259838452,1.26019142816946e-98,1.57196278749858e-94
"124222","PAQR4",2.26668032302645,21.0455856571977,2.5099778939567e-98,3.13094642492159e-94
"9212","AURKB",2.98200046203116,21.0375226434635,2.97520745412681e-98,3.71127377827778e-94
"81788","NUAK2",1.99452676485355,21.0313232661571,3.39060204919868e-98,4.22943699617043e-94
"9104","RGN",-3.00437681791034,-21.0115959437363,5.13787130164853e-98,6.40898066167637e-94
"5463","POU6F1",-1.40334263302635,-20.9865505133478,8.70377656968987e-98,1.08570908930311e-93
"23164","MPRIP",-1.1698632692667,-20.9786002463072,1.02877235287624e-97,1.28329063297783e-93
"147495","APCDD1",-2.45565281875883,-20.971510995273,1.19410876201223e-97,1.48953126973406e-93
"858","CAV2",-2.61480529981508,-20.9559353843472,1.65642643712023e-97,2.06622633766378e-93
"2047","EPHB1",-2.87945626794418,-20.9438696946299,2.13402718625321e-97,2.66198551213225e-93
"55679","LIMS2",-2.21300474069792,-20.932581703392,2.70444868458845e-97,3.37352928915563e-93
"7079","TIMP4",-4.49894728451174,-20.9136667551679,4.02110936966686e-97,5.01593182772244e-93
"55084","SOBP",-1.8711423035113,-20.9093705819693,4.39998815752415e-97,5.48854522769562e-93
"9510","ADAMTS1",-2.41104727189923,-20.9001864737384,5.3336240452389e-97,6.65316263403101e-93
"5010","CLDN11",-3.02821952932645,-20.8987260143902,5.49931374432782e-97,6.85984396467452e-93
"125","ADH1B",-5.75360136424507,-20.8927744944668,6.22932708143838e-97,7.77046260138624e-93
"10351","ABCA8",-4.11351261655874,-20.8837782993973,7.52034528999434e-97,9.38087871473894e-93
"7111","TMOD1",-3.00694547326119,-20.8800501923035,8.13064120101289e-97,1.01421618341435e-92
"3400","ID4",-3.1246899510117,-20.8693158528989,1.01779907120095e-96,1.26960256141606e-92
"10381","TUBB3",3.16689503400605,20.8466870520431,1.63348219265806e-96,2.03760568712166e-92
"2247","FGF2",-3.18669644939741,-20.846591931118,1.63673195669881e-96,2.0416594427861e-92
"116028","RMI2",2.37685406574022,20.838367427582,1.94354456048354e-96,2.42437748474717e-92
"349136","WDR86",-2.70754311666575,-20.8164872122455,3.06874214579753e-96,3.82794895266785e-92
"79019","CENPM",2.60711303354278,20.7916852407775,5.14711739152464e-96,6.42051423418783e-92
"23177","CEP68",-1.12580968819658,-20.7481366014483,1.27435504453872e-95,1.5896304825576e-91
"9647","PPM1F",-1.25249814089705,-20.7039330523262,3.19225460918489e-95,3.98201839949723e-91
"8555","CDC14B",-1.68586019863756,-20.6942336662158,3.90384619378096e-95,4.86965774212237e-91
