"","SYMBOL","FC","DESeq2.STAT","PVAL","ADJ.PVAL"
"1104","RCC1",1.5004283555031,6.97086797304183,3.14991478466986e-12,3.83596622477095e-08
"27115","PDE7B",-2.28686986744624,-6.96616754785691,3.25691240846163e-12,3.96626793102458e-08
"170689","ADAMTS15",-2.46979185902081,-6.95968543270258,3.41033361248133e-12,4.15310427327977e-08
"8633","UNC5C",-2.213521913441,-6.9586969901553,3.43434278093609e-12,4.18234263862397e-08
"23028","KDM1A",1.12548909678282,6.95217602026541,3.59694199082898e-12,4.38035595643153e-08
"5577","PRKAR2B",-2.29577280062091,-6.95150763532552,3.61402846610107e-12,4.40116386601789e-08
"4001","LMNB1",2.27119414678206,6.94707978910431,3.72924809609301e-12,4.54147833142207e-08
"89795","NAV3",-2.5560188897195,-6.94691343262061,3.73364643329626e-12,4.54683462646819e-08
"84981","MIR22HG",-2.25266517640448,-6.94541816582201,3.77340912830356e-12,4.59525763644807e-08
"9737","GPRASP1",-2.6877808547341,-6.94502414371848,3.78395604281295e-12,4.60810166893761e-08
"4232","MEST",2.42597839912921,6.9433408063263,3.8293409033569e-12,4.66337135210803e-08
"1111","CHEK1",1.77067045054949,6.94146920983226,3.88042814595802e-12,4.72558539614768e-08
"115330","GPR146",-1.73998139368247,-6.94009322843566,3.91841266709979e-12,4.77184294599413e-08
"492311","IGIP",-1.32193885841874,-6.92855477218726,4.25161561273616e-12,5.17761749319009e-08
"79980","DSN1",1.07268795072088,6.92803185275586,4.26735676284248e-12,5.19678706578957e-08
"122953","JDP2",-1.65381351703273,-6.92460411008441,4.3719641634917e-12,5.32417795830019e-08
"84913","ATOH8",-3.02543248218548,-6.92058105463557,4.49794868464107e-12,5.4776019081559e-08
"11149","BVES",-2.63400581832932,-6.91469982840905,4.68855076975947e-12,5.70971712741309e-08
"2237","FEN1",1.70209572160189,6.91184024576775,4.78406450753798e-12,5.82603375727975e-08
"4322","MMP13",4.73666702458135,6.90852657476725,4.89713262076806e-12,5.96372810557134e-08
"51119","SBDS",-1.12958515261477,-6.90168082754644,5.13907992883874e-12,6.25837153733982e-08
"8562","DENR",0.534537474691484,6.90114566843173,5.15848019419874e-12,6.28199718049522e-08
"5933","RBL1",1.3454109384881,6.89472001051283,5.39709968536141e-12,6.57258799683312e-08
"52","ACP1",0.681808249711788,6.89460107035083,5.40161702413775e-12,6.57808921199495e-08
"192111","PGAM5",0.924305878992486,6.89401404928635,5.42396637981495e-12,6.60530625733864e-08
"253714","MMS22L",1.21078610790837,6.89063425010528,5.55441795661357e-12,6.764170187564e-08
"222229","LRWD1",0.783870750925678,6.88925839943691,5.60839859626231e-12,6.82990781052824e-08
"11037","STON1",-2.278803312521,-6.88503322393387,5.7774049626065e-12,7.03572376346219e-08
"2648","KAT2A",0.917346244706309,6.88035415457016,5.97039432897882e-12,7.27074621383041e-08
"29980","DONSON",1.51177915851642,6.87668907086496,6.12596141672374e-12,7.46019581328617e-08
"117177","RAB3IP",1.37030830653297,6.87423349411581,6.23240542758795e-12,7.58982332971661e-08
"9918","NCAPD2",1.31355231845328,6.87275041934332,6.29756932816523e-12,7.66917992783962e-08
"54443","ANLN",2.67174656076655,6.8705419599203,6.395844719867e-12,7.78885969985403e-08
"4487","MSX1",-2.05928473675226,-6.86940815791367,6.44688066420188e-12,7.85101127286505e-08
"388228","SBK1",3.1036785597379,6.86377321694677,6.70650705963706e-12,8.16718429722601e-08
"79689","STEAP4",-2.45548020412521,-6.86013814680462,6.87939880584338e-12,8.37773186575607e-08
"57696","DDX55",0.765214781782024,6.85926919576668,6.92137050178885e-12,8.42884499707846e-08
"79677","SMC6",1.03507973323252,6.85842337572287,6.96246590593027e-12,8.47889098024188e-08
"51267","CLEC1A",-1.73915781739034,-6.84804822331254,7.48643317379541e-12,9.11697831904805e-08
"64222","TOR3A",0.862065332917107,6.84777413695791,7.50078639056278e-12,9.13445766642735e-08
"6683","SPAST",0.751054985541538,6.84708278414481,7.53711070781692e-12,9.17869341997945e-08
"5955","RCN2",0.746636642839054,6.83891177898045,7.97970046228301e-12,9.71767922296825e-08
"9867","PJA2",-1.33118796422959,-6.83801168408065,8.02998495855372e-12,9.77891568252672e-08
"11030","RBPMS",-2.06646210303635,-6.83316177803601,8.30631913850242e-12,1.01154354468682e-07
"2194","FASN",1.24045843151033,6.83102660521836,8.43090940768122e-12,1.02671614766742e-07
"285382","C3orf70",-2.69589185640793,-6.82840570787145,8.5863476031622e-12,1.04564541111309e-07
"4085","MAD2L1",1.89458491928048,6.82348678387404,8.88569191618553e-12,1.08209956155307e-07
"339230","CCDC137",0.996197986184997,6.81027362121355,9.74132886794546e-12,1.1862990295384e-07
"6628","SNRPB",0.943917587414504,6.80726271536661,9.9473185110662e-12,1.21138444827764e-07
"23114","NFASC",-2.66147124577108,-6.79384177178646,1.09186136296144e-11,1.32966876781444e-07
"55159","RFWD3",1.23645454481024,6.79193429088622,1.10639943813929e-11,1.34737323576603e-07
"558","AXL",-1.6714429497437,-6.79048895579457,1.11754133097115e-11,1.36094183285666e-07
"10963","STIP1",0.712962268901169,6.78880814858691,1.13063672289389e-11,1.37688940114018e-07
"5427","POLE2",2.00338547639922,6.78454161007174,1.16455668634649e-11,1.41819713263276e-07
"10060","ABCC9",-2.08208298265005,-6.78233388299032,1.1824979536974e-11,1.44004600801269e-07
"7869","SEMA3B",-2.15385409555618,-6.78130290203085,1.19096877140217e-11,1.45036176981357e-07
"10212","DDX39A",1.0806615416572,6.77935182529704,1.20716233113245e-11,1.47008228685309e-07
"7517","XRCC3",1.11337026951206,6.77733856049755,1.22409810474713e-11,1.49070667196106e-07
"7102","TSPAN7",-2.80553282060131,-6.77310783494581,1.26044929592007e-11,1.53497515257147e-07
"6451","SH3BGRL",-1.61904778147417,-6.77271877361869,1.2638447902141e-11,1.53911018552273e-07
"55351","STK32B",-2.32974612909095,-6.77000098313404,1.28781520616061e-11,1.56830135806239e-07
"147841","SPC24",2.27913801946557,6.76989746797819,1.2887369399658e-11,1.56942384549036e-07
"5067","CNTN3",-3.19288977091976,-6.76905480596793,1.29626436538697e-11,1.57859074416825e-07
"4919","ROR1",-2.51383151974712,-6.76655057542988,1.31888949603487e-11,1.60614362827127e-07
"79625","NDNF",-2.84979144131317,-6.76636424336497,1.32058833812699e-11,1.60821247817105e-07
"7482","WNT2B",-2.25783142176409,-6.76623768904896,1.32174339158871e-11,1.60961910227673e-07
"718","C3",-2.44390944729255,-6.76440123996305,1.33861633058021e-11,1.63016696738058e-07
"114757","CYGB",-2.13960436116699,-6.7633854812798,1.34803935123945e-11,1.64164232193941e-07
"7804","LRP8",2.16324239124854,6.7567818147792,1.41090409211706e-11,1.71819900338015e-07
"51659","GINS2",2.35208387498714,6.75593916327556,1.41912960503669e-11,1.72821603301368e-07
"5532","PPP3CB",-1.33691369489499,-6.75452066720616,1.43308240235402e-11,1.74520774958672e-07
"6241","RRM2",3.06206504650801,6.75408670420018,1.43737778178002e-11,1.75043866265171e-07
"10694","CCT8",0.671416071771758,6.75013362678823,1.4770905291184e-11,1.79880084636039e-07
"1837","DTNA",-3.49531188963086,-6.74928997953709,1.48570394055745e-11,1.80929025881086e-07
"10411","RAPGEF3",-1.83053023786895,-6.74750428324174,1.50409798769692e-11,1.83169052941731e-07
"57573","ZNF471",-2.02930941769101,-6.74464997577247,1.53396368895621e-11,1.86806098041087e-07
"1286","COL4A4",-2.91347376937555,-6.74417349078856,1.53900557994262e-11,1.87420099525412e-07
"22976","PAXIP1",0.642639584696366,6.74397211214645,1.54114132897129e-11,1.87680191042124e-07
"7168","TPM1",-2.52051905702605,-6.73870523842855,1.59804213109027e-11,1.94609570724173e-07
"11052","CPSF6",0.546876652045913,6.72791636684338,1.72109790607244e-11,2.09595303001501e-07
"25849","PARM1",-1.9913842837071,-6.7276094841901,1.72473054009681e-11,2.10037685172989e-07
"6935","ZEB1",-2.09270993528659,-6.72608715309399,1.74286198227536e-11,2.12245732201493e-07
"126382","NR2C2AP",0.939177162466904,6.72135005995168,1.80048451829131e-11,2.19263004637516e-07
"6844","VAMP2",-1.21936194334426,-6.72043267411427,1.81185736561634e-11,2.20647989984758e-07
"10606","PAICS",0.866116186286981,6.71919658143361,1.82729253305941e-11,2.22527684675975e-07
"8863","PER3",-1.56559970373731,-6.71911790095531,1.82827936794703e-11,2.22647861428589e-07
"4674","NAP1L2",-2.53036195523259,-6.71702675930849,1.85469920031661e-11,2.25865268614556e-07
"3679","ITGA7",-2.76211962205103,-6.71552398200327,1.87391602779721e-11,2.28205493865144e-07
"7092","TLL1",-2.19421045621625,-6.71451119612378,1.88697689828059e-11,2.29796046672611e-07
"29","ABR",-1.03342039401399,-6.71185438614744,1.92166414824463e-11,2.34020259973231e-07
"338707","B4GALNT4",2.45935270687037,6.71050967754142,1.93945782571516e-11,2.36187174015592e-07
"11142","PKIG",-2.02847846126759,-6.70857262666077,1.96537347402282e-11,2.39343181666499e-07
"3752","KCND3",-3.32824860501984,-6.70784122856601,1.97524671514773e-11,2.40545544970691e-07
"5437","POLR2H",1.02541782842288,6.70412933368829,2.02610754684922e-11,2.46739377055298e-07
"6319","SCD",2.21382991814545,6.70336636909417,2.03671953644909e-11,2.4803170514877e-07
"10036","CHAF1A",1.08812512873951,6.70103359799634,2.06950447410953e-11,2.52024254857058e-07
"10404","CPQ",-1.7750992272799,-6.70031498410172,2.07970762484963e-11,2.53266794554188e-07
"55872","PBK",3.09684943672267,6.69481505516045,2.15944564581313e-11,2.62977290747123e-07
"9863","MAGI2",-2.07341370072156,-6.68442868748034,2.31827256837062e-11,2.82319233376175e-07
"7980","TFPI2",-2.51291423865978,-6.68164118507409,2.36280985885632e-11,2.87742984611522e-07
"975","CD81",-1.24212695746418,-6.6798600902747,2.39170473049009e-11,2.91261802079083e-07
"55630","SLC39A4",1.49817308154227,6.67882890355846,2.40859158431607e-11,2.93318283138011e-07
"1869","E2F1",1.75131247516821,6.67421752437613,2.48554722420902e-11,3.02689940964175e-07
"63893","UBE2O",0.760944332961011,6.67305118430052,2.5053896050313e-11,3.05106346100711e-07
"57484","RNF150",-2.80266076270622,-6.67191621838458,2.52484705939429e-11,3.07475874893037e-07
"11117","EMILIN1",-2.15417082629813,-6.66890386834121,2.57720986702766e-11,3.13852617606628e-07
"97","ACYP1",1.11836729558726,6.66429682253211,2.65935518395568e-11,3.23856274302123e-07
"57657","HCN3",1.35019003325979,6.6633626880683,2.67632095521683e-11,3.25922365926305e-07
"118","ADD1",-1.09173536921461,-6.64910324065958,2.94884110494997e-11,3.59109869760807e-07
"57088","PLSCR4",-1.92077889798525,-6.64816285611158,2.96773840698553e-11,3.61411183202698e-07
"5984","RFC4",1.38035284589274,6.64731969169949,2.98478278850001e-11,3.63486847983532e-07
"60672","MIIP",0.983783864401843,6.64030099804101,3.13043219089578e-11,3.81224032207288e-07
"656","BMP8B",1.92944506676689,6.63965060020371,3.14427595764834e-11,3.82909926122414e-07
"4148","MATN3",2.16939354473948,6.63942846925529,3.14901774398505e-11,3.83487380862499e-07
"84759","PCGF1",0.933577998693194,6.63903136013663,3.15751220108819e-11,3.8452183584852e-07
"64091","POPDC2",-3.36952994082624,-6.63767271151014,3.18674465875188e-11,3.88081764542803e-07
"3078","CFHR1",-1.77991762479125,-6.63541918816597,3.23581611998891e-11,3.9405768709225e-07
"326624","RAB37",-2.31630105805044,-6.63494263027345,3.24628771296929e-11,3.95332917685401e-07
"203859","ANO5",-3.18476542411629,-6.63264864780713,3.29716014596349e-11,4.01528162575434e-07
"10156","RASA4",-1.31085221415063,-6.62802712412947,3.40202968716313e-11,4.14299175302726e-07
"439921","MXRA7",-1.96436650126182,-6.62343574500751,3.50944516351829e-11,4.27380232013257e-07
"91461","PKDCC",-3.10154264789451,-6.62243894422078,3.53320015242884e-11,4.30273114562784e-07
"4242","MFNG",-1.36756810050504,-6.62157233210735,3.55398039966916e-11,4.32803733071711e-07
"637","BID",1.08461767460306,6.61950728419375,3.60398085109843e-11,4.38892788046766e-07
"57515","SERINC1",-0.782808201397246,-6.61491413494666,3.71767471067736e-11,4.52738426266289e-07
"3978","LIG1",1.3630852899228,6.6138595423836,3.74427027698621e-11,4.55977234331381e-07
"83988","NCALD",-2.21260876338196,-6.61280877178487,3.77095459622028e-11,4.59226850727706e-07
"9472","AKAP6",-2.84865984751781,-6.61187684075927,3.794776632552e-11,4.62127898312183e-07
"2920","CXCL2",-2.79915790482167,-6.6105960898272,3.82775561162974e-11,4.6614407838427e-07
"84617","TUBB6",-1.7948781613505,-6.60844519965346,3.88377249380191e-11,4.72965814295197e-07
"8483","CILP",-3.73197066936957,-6.60834873831724,3.88630339748312e-11,4.73274027745494e-07
"115207","KCTD12",-1.50782602085513,-6.60467611008834,3.98387368114868e-11,4.85156136890286e-07
"2177","FANCD2",1.85756460140725,6.6042949022441,3.99413744888507e-11,4.86406058525224e-07
"4782","NFIC",-1.326090823382,-6.5993685783399,4.12912595281364e-11,5.02844958533645e-07
"26234","FBXL5",-0.87801679635683,-6.5952960722943,4.24408037232126e-11,5.16844107741283e-07
"57122","NUP107",0.91155289345713,6.5867961308415,4.49418700349919e-11,5.47302093286132e-07
"10460","TACC3",1.91224125027855,6.5823681544622,4.63013343979893e-11,5.63857650298714e-07
"3977","LIFR",-2.61408128277412,-6.58030793344555,4.69474931947447e-11,5.71726572125601e-07
"348654","GEN1",1.43138252416841,6.5709062482942,5.00099414542872e-11,6.0902106703031e-07
"1003","CDH5",-1.2667626796623,-6.56858883003879,5.07943277150491e-11,6.18573322913868e-07
"25937","WWTR1",-1.75059130093605,-6.56846626024807,5.0836147855102e-11,6.19082608579432e-07
"7041","TGFB1I1",-2.28614495415162,-6.56797108839354,5.10054409532258e-11,6.21144259928384e-07
"10165","SLC25A13",0.98403331508098,6.56738775581124,5.1205582745496e-11,6.2358158667465e-07
"7694","ZNF135",-2.23888618341152,-6.56724064896359,5.12561763807741e-11,6.24197715965067e-07
"2146","EZH2",2.15333286895482,6.5618403771084,5.31476928164699e-11,6.47232603118971e-07
"10268","RAMP3",-1.44872445493208,-6.5565866320129,5.5053342684285e-11,6.70439607209222e-07
"128178","EDARADD",1.07083470661471,6.55271791553648,5.64991823418375e-11,6.88047042558897e-07
"25822","DNAJB5",-2.4113051623369,-6.55148945917423,5.6966009662418e-11,6.93732065668927e-07
"7023","TFAP4",1.21041035933624,6.55052084471912,5.73367524495524e-11,6.98246971330649e-07
"715","C1R",-1.66681512770005,-6.54827852005136,5.82040946261269e-11,7.08809464356974e-07
"9700","ESPL1",2.88753382922574,6.54697152827955,5.87155519528157e-11,7.1503799168139e-07
"117583","PARD3B",-2.08652205417305,-6.54451677969696,5.96880629181489e-11,7.26881230217218e-07
"55843","ARHGAP15",-1.62339748610374,-6.54214088541595,6.06443301438832e-11,7.38526652492209e-07
"339500","ZNF678",0.900691916987004,6.54026806818158,6.14086617284248e-11,7.47834682528757e-07
"7079","TIMP4",-2.23945388507479,-6.53692080591002,6.27982787005709e-11,7.64757438015552e-07
"9110","MTMR4",0.996433096879105,6.53370895512241,6.4160571904755e-11,7.81347444656107e-07
"153579","BTNL9",-2.39444789392245,-6.53351748980548,6.42426876974475e-11,7.82347450779515e-07
"1786","DNMT1",1.15088018969468,6.53175070885337,6.50052927444126e-11,7.91634455041457e-07
"25886","POC1A",1.83700261407523,6.53115111665741,6.52661046153012e-11,7.94810622005138e-07
"2014","EMP3",-1.87976829587443,-6.53074527607041,6.54432185169948e-11,7.96967515099963e-07
"2205","FCER1A",-2.94204300252524,-6.52676689013804,6.72045149206603e-11,8.18416582703801e-07
"23764","MAFF",-2.08058186530245,-6.52478164537831,6.81006703844877e-11,8.29329963942291e-07
"5426","POLE",0.913647780512721,6.52325244083162,6.87989239559703e-11,8.37833295935806e-07
"7355","SLC35A2",1.329129044909,6.51783996433063,7.13270302512215e-11,8.68620574399376e-07
"79630","C1orf54",-1.24266192514115,-6.51779905109419,7.13464821085811e-11,8.68857459118301e-07
"51302","CYP39A1",-2.45280764123794,-6.51756323794046,7.14586986712551e-11,8.70224032418544e-07
"5111","PCNA",1.38219042481699,6.51568195278204,7.23601499452462e-11,8.81201906033209e-07
"51309","ARMCX1",-1.93443011055437,-6.51281067702741,7.37574511102961e-11,8.98218239621186e-07
"1326","MAP3K8",-1.81764002296487,-6.50533496904268,7.75204459192705e-11,9.44043990404876e-07
"80328","ULBP2",3.11697478044332,6.50320211537025,7.86280381683172e-11,9.57532248813767e-07
"7226","TRPM2",1.53929292549048,6.49851807382491,8.11150515228734e-11,9.87819097445553e-07
"80854","SETD7",-1.1420439422224,-6.49835782496141,8.12014832344938e-11,9.88871662829665e-07
"10611","PDLIM5",-1.11368830193354,-6.49566306831682,8.26684876119983e-11,1.00673684213892e-06
"8501","SLC43A1",-1.66372958932624,-6.49302273904686,8.41309845441565e-11,1.02454712977874e-06
"256764","WDR72",3.58866460195402,6.48765071314588,8.71851110370362e-11,1.06174028220903e-06
"9585","KIF20B",1.49350122446254,6.48361577695235,8.95501004224561e-11,1.09054112294467e-06
"5331","PLCB3",0.89142456278304,6.4833534736935,8.9705996477211e-11,1.09243962509948e-06
"56944","OLFML3",-2.36721266835446,-6.48036521608688,9.15008617071931e-11,1.1142974938702e-06
"339804","C2orf74",-1.6748142468799,-6.47952614604691,9.20111224498698e-11,1.12051144919451e-06
"9201","DCLK1",-2.68843125522452,-6.47243319041655,9.64371660597525e-11,1.17441180827567e-06
"57659","ZBTB4",-1.26846836087697,-6.47183270336703,9.68212894126954e-11,1.1790896624678e-06
"6632","SNRPD1",0.734300793683982,6.4702893004253,9.78154594504458e-11,1.19119666518753e-06
"6894","TARBP1",1.1322501963667,6.46981492646064,9.81230235925531e-11,1.19494218131011e-06
"80820","EEPD1",-1.31936368398028,-6.46711900381448,9.98889844074662e-11,1.21644805211412e-06
"29028","ATAD2",1.5232519356321,6.46672354859755,1.00150626341028e-10,1.21963432758104e-06
"5982","RFC2",0.986944648056052,6.45772212654157,1.0629067495303e-10,1.294407839578e-06
"3953","LEPR",-2.12358053832937,-6.45745203951968,1.06480481114937e-10,1.29671929901771e-06
"2217","FCGRT",-1.31817143683052,-6.45601634828589,1.07495001712002e-10,1.30907413084876e-06
"94","ACVRL1",-1.29704939975363,-6.45495595244447,1.08250383441783e-10,1.31827316955404e-06
"5914","RARA",-1.03635124123759,-6.45223948721661,1.10209231753165e-10,1.34212802429005e-06
"5451","POU2F1",0.693299777052032,6.44963796109101,1.12117658042785e-10,1.36536883964504e-06
"221895","JAZF1",-1.71951005919805,-6.44880917587192,1.12732394938969e-10,1.37285510556676e-06
"152330","CNTN4",-2.21657023816474,-6.44818395587429,1.13198319972653e-10,1.37852914062697e-06
"51804","SIX4",2.10689353417769,6.44800793353964,1.13329834164553e-10,1.38013072045593e-06
"283989","TSEN54",0.785622043896556,6.44490830493583,1.1567032783531e-10,1.4086332523784e-06
"27085","MTBP",1.58715672280489,6.44481765050064,1.15739486265331e-10,1.4094754637392e-06
"29127","RACGAP1",1.64836125745383,6.44431261598609,1.16125507279694e-10,1.41417642765212e-06
"9159","PCSK7",-2.02364731310833,-6.44381924641147,1.16503827344628e-10,1.41878360940287e-06
"1850","DUSP8",-2.17851936377467,-6.43852533277717,1.20639828106165e-10,1.46915182667687e-06
"100820829","MYZAP",-2.60811360446732,-6.43338457015041,1.24793373845685e-10,1.51973370669275e-06
"10486","CAP2",-1.81678004667403,-6.43243541506301,1.25575395726574e-10,1.52925716915821e-06
"5332","PLCB4",-3.31418879324056,-6.43025162563563,1.27392882046091e-10,1.5513905175573e-06
"8814","CDKL1",-1.49913410037333,-6.42837244165424,1.28977417755298e-10,1.57068699342402e-06
"1915","EEF1A1",-0.896024257842759,-6.42416317343354,1.32596911184393e-10,1.61476518440354e-06
"283807","FBXL22",-2.94428795181994,-6.4239860033872,1.32751414779199e-10,1.61664672918109e-06
"84261","FBXW9",1.09942358385772,6.42044310855167,1.35878244974001e-10,1.65472526729339e-06
"25854","FAM149A",-2.57008359998629,-6.41914871162939,1.37038491398722e-10,1.66885474825363e-06
"8723","SNX4",0.71221209507851,6.41880886932083,1.37344713920537e-10,1.6725839261243e-06
"1181","CLCN2",1.27842559798525,6.41746185370001,1.3856506459766e-10,1.6874453566703e-06
"26524","LATS2",-1.4565327765837,-6.41194484987592,1.43674816146914e-10,1.74967191103712e-06
"84099","ID2B",-1.80641204659992,-6.40763053000617,1.4779853813049e-10,1.7998905973531e-06
"55384","MEG3",-2.07779751629079,-6.4066673217043,1.48734867258448e-10,1.81129321347338e-06
"5909","RAP1GAP",2.47915661947993,6.40261515771517,1.52737843785574e-10,1.86004146162072e-06
"55226","NAT10",0.547274307406017,6.39866459262256,1.56741723018414e-10,1.90880070291825e-06
"8836","GGH",1.99975891764715,6.39791736420467,1.57510485926451e-10,1.91816269761232e-06
"339448","C1orf174",0.665206871742816,6.3963984548171,1.59084542719976e-10,1.93733156124387e-06
"79770","TXNDC15",-0.734397377074012,-6.39496643733767,1.60582624075711e-10,1.955575195994e-06
"9208","LRRFIP1",-1.2369583332476,-6.39365135596959,1.61970511519245e-10,1.97247688928137e-06
"284297","SSC5D",-2.08725506085222,-6.39141769657856,1.64354738988864e-10,2.00151201140639e-06
"11062","DUS4L",0.751078484570502,6.38849198791658,1.67529600384295e-10,2.04017547347995e-06
"2260","FGFR1",-2.35431974915369,-6.38660356910474,1.69610576267455e-10,2.06551759778506e-06
"974","CD79B",-2.32763399162319,-6.38300106266602,1.73650700803696e-10,2.11471823438741e-06
"143098","MPP7",-1.31481325796194,-6.38188370228752,1.74922789595434e-10,2.13020973169319e-06
"768","CA9",3.59339161654141,6.37441275310628,1.83665335272648e-10,2.2366764529503e-06
"220108","FAM124A",-2.16955126238053,-6.3722753774117,1.86244081968985e-10,2.2680804302183e-06
"23143","LRCH1",-1.01025106652546,-6.36863165591201,1.90722021106256e-10,2.32261277303199e-06
"2869","GRK5",-1.5362876046501,-6.36431773374856,1.96159701777729e-10,2.38883284824918e-06
"819","CAMLG",-0.64496981267236,-6.36022926727687,2.01452832482572e-10,2.45329259397277e-06
"261734","NPHP4",0.741658597651942,6.35930684274501,2.02666202117383e-10,2.46806900938549e-06
"4093","SMAD9",-2.26976795419166,-6.35861840362065,2.03576433958976e-10,2.47915381275241e-06
"7803","PTP4A1",-1.01349358975868,-6.35738630823446,2.05215450324804e-10,2.49911375405546e-06
"29956","CERS2",0.643473553787444,6.35160642948076,2.13077913615333e-10,2.59486283200752e-06
"25926","NOL11",0.715479758803218,6.35047865108726,2.14645999303917e-10,2.6139589795231e-06
"783","CACNB2",-2.76379516261414,-6.34918075861157,2.16464569126198e-10,2.63610552281884e-06
"253738","EBF3",-2.05493333961723,-6.34731108091667,2.19110791596082e-10,2.66833122005708e-06
"11096","ADAMTS5",-1.79260044651835,-6.34607169742475,2.20882324600148e-10,2.6899049489806e-06
"164832","LONRF2",-3.45568839842171,-6.3445341944695,2.23099431741055e-10,2.71690487974257e-06
"5334","PLCL1",-2.14363560424781,-6.34358497540254,2.24479060271223e-10,2.73370599598296e-06
"3619","INCENP",1.45677805572652,6.34123443456323,2.27931387379099e-10,2.77574843550267e-06
"1196","CLK2",0.84781285273256,6.33789667649783,2.32922936483015e-10,2.83653552049016e-06
"79658","ARHGAP10",-1.85843785598844,-6.3343783811023,2.38300050985644e-10,2.90201802090318e-06
"6609","SMPD1",-0.92858025407928,-6.33199871592582,2.42005501739279e-10,2.94714300018093e-06
"1663","DDX11",1.28690547115487,6.33186623944166,2.42213430435341e-10,2.94967515584158e-06
"4958","OMD",-3.47324445275055,-6.33170802934493,2.42461978002239e-10,2.95270196811126e-06
"5050","PAFAH1B3",1.84559945176879,6.33169454068195,2.42483180170579e-10,2.95296016811732e-06
"1650","DDOST",0.90806842495216,6.32860401314155,2.47389072018686e-10,3.01270411904356e-06
"2110","ETFDH",-0.977945104940336,-6.32636878791851,2.50997537221474e-10,3.05664800828311e-06
"150","ADRA2A",-1.98418402511953,-6.32615119722232,2.51351540994761e-10,3.06095906623419e-06
"9630","GNA14",-1.96646749337369,-6.3239148398721,2.55018305360772e-10,3.10561292268348e-06
"863","CBFA2T3",-1.82470601043638,-6.32213745635413,2.57969742240324e-10,3.14155552100267e-06
"26472","PPP1R14B",1.32100178339891,6.32193549596241,2.58307211203511e-10,3.14566521803636e-06
"80174","DBF4B",0.987564436667868,6.31548212710139,2.69320513101735e-10,3.27978520855293e-06
"57631","LRCH2",-2.30023632756696,-6.3148220152442,2.7047257854781e-10,3.29381506155523e-06
"80310","PDGFD",-2.26888304772975,-6.31385581337839,2.72167532439819e-10,3.31445621005211e-06
"154810","AMOTL1",-1.85015925485114,-6.31307299248564,2.73548394159645e-10,3.33127234407615e-06
"7431","VIM",-1.45674327189665,-6.31131440639981,2.76675459475303e-10,3.36935374549024e-06
"8607","RUVBL1",1.10219087883797,6.31073030431689,2.77721794849252e-10,3.3820960176742e-06
"7067","THRA",-1.81660325927624,-6.31000738349511,2.79022156320102e-10,3.3979318196662e-06
"150223","YDJC",1.44873167055074,6.30476964045082,2.88622842610173e-10,3.51484897730669e-06
"119504","ANAPC16",-0.83944461636479,-6.30343702485222,2.91116527677275e-10,3.54521707405385e-06
"5525","PPP2R5A",-0.978548729734567,-6.30287784077991,2.92169168005326e-10,3.55803612796886e-06
"389792","IER5L",1.70863129205444,6.29987904448617,2.9787800213262e-10,3.62755830997104e-06
"9232","PTTG1",2.25990462106255,6.2995544674357,2.98502396397185e-10,3.63516218332491e-06
"10100","TSPAN2",-2.55340311794601,-6.29946853931725,2.98667911595011e-10,3.63717782740405e-06
"5592","PRKG1",-2.0882741955183,-6.29341919647718,3.10548197295827e-10,3.78185594666859e-06
"11034","DSTN",-1.70031790047956,-6.29338922319743,3.10608195373398e-10,3.78258660325725e-06
"55325","UFSP2",-0.90963341516229,-6.27896489929263,3.40834521813004e-10,4.15068280663876e-06
"22898","DENND3",-0.775364313393615,-6.27739110575146,3.44301238361214e-10,4.19290048076286e-06
"8671","SLC4A4",-2.68437055610331,-6.27701232371133,3.45140737103056e-10,4.20312389644102e-06
"1434","CSE1L",0.775567284457224,6.27231284175613,3.55723926228753e-10,4.33200597361376e-06
"11226","GALNT6",2.12433329968261,6.27119279121707,3.58292648490909e-10,4.36328787332229e-06
"3479","IGF1",-2.87662405177037,-6.27097292445278,3.58799012705783e-10,4.36945437673102e-06
"9379","NRXN2",-2.38619969396635,-6.27004971410149,3.60932849287728e-10,4.39544023862595e-06
"6310","ATXN1",-1.03451148646959,-6.26844562954384,3.64669907136374e-10,4.44095012910677e-06
"202018","TAPT1",-0.931453682030632,-6.2679432666691,3.65848017189917e-10,4.45529715333881e-06
"1909","EDNRA",-1.73719153045737,-6.26528757155226,3.7213799636379e-10,4.53189651971824e-06
"3082","HGF",-2.25223979977071,-6.26460377073015,3.73774585856349e-10,4.55182690655862e-06
"441631","TSPAN11",-1.94702222002782,-6.26308578918997,3.77432832450286e-10,4.59637703357958e-06
"3984","LIMK1",0.961094227396832,6.26155223088739,3.81164104697727e-10,4.64181646700892e-06
"3400","ID4",-2.06517566711297,-6.25644831623207,3.93843541505661e-10,4.79622664845594e-06
"2157","F8",-1.64668755677643,-6.2558697125056,3.95306666804949e-10,4.81404458835067e-06
"85315","PAQR8",-1.91790497161573,-6.25548514306908,3.96282068168082e-10,4.82592302615091e-06
"64236","PDLIM2",-1.37584114504378,-6.25421594198565,3.9951790321265e-10,4.86532902532366e-06
"7008","TEF",-1.25857610655394,-6.25372133673295,4.00785873848482e-10,4.88077037172682e-06
"3755","KCNG1",2.40709982172432,6.25152637094247,4.06460451081079e-10,4.94987537326538e-06
"6119","RPA3",1.04447392929106,6.24995863512769,4.10561406131857e-10,4.99981680387376e-06
