,Unnamed: 0,SYMBOL,FC,DESeq2.STAT,PVAL,ADJ.PVAL
0,221476,PI16,-9.20921810199743,-19.8125866968013,2.31860799943634e-87,2.8236008217135698e-83
1,146556,C16orf89,-6.20536516496588,-17.4067608882524,7.3316485133815704e-68,8.92848155959608e-64
2,1675,CFD,-5.06910699708768,-16.0867584499186,3.1595236084013803e-58,3.8476678503112e-54
3,7123,CLEC3B,-5.42927351926993,-15.4069365484594,1.47017956311416e-53,1.79038467196043e-49
4,286133,SCARA5,-7.71490840666696,-15.1967139758227,3.7180978598323e-52,4.5278995737037696e-48
5,5348,FXYD1,-4.44267725550745,-14.9157922745441,2.60170715027733e-50,3.1683589676077402e-46
6,3164,NR4A1,-3.81145565184518,-14.7180867763213,4.93423508483299e-49,6.00891148630961e-45
7,2159,F10,-4.18366821216058,-14.3602636915237,9.18769067954474e-47,1.11887697095496e-42
8,5187,PER1,-2.62712330194445,-14.3251782501118,1.52336730639216e-46,1.85515670572437e-42
9,5166,PDK4,-4.3947784816157,-13.6390321488838,2.3465416507140198e-42,2.85761842223954e-38
10,125,ADH1B,-7.89331048232082,-13.633179132126,2.54258096503524e-42,3.09635509921992e-38
11,80760,ITIH5,-4.10578507100341,-13.0125662613616,1.0379683789258e-38,1.26403789185584e-34
12,9796,PHYHIP,-3.97844024083,-12.9646941164411,1.94002751259877e-38,2.36256550484278e-34
13,11170,FAM107A,-5.13645310144071,-12.9106559220649,3.9194803763268e-38,4.77314320229078e-34
14,126393,HSPB6,-6.04489032477426,-12.864077376272,7.16928479785184e-38,8.73075502682397e-34
15,23498,HAAO,-3.16446995434777,-12.8277200744361,1.14689694236513e-37,1.39669109641226e-33
16,81575,APOLD1,-2.39974659924657,-12.7889651737057,1.88973380813649e-37,2.30131783154861e-33
17,687,KLF9,-2.43173377495847,-12.7770436154805,2.2028474915679302e-37,2.68262767523143e-33
18,8404,SPARCL1,-3.19048139263158,-12.7519922305872,3.03878840973849e-37,3.70063652537954e-33
19,7512,XPNPEP2,-5.84077689598416,-12.6736824375775,8.27372219143048e-37,1.0075738884724e-32
20,163175,LGI4,-2.8625820065574,-12.6195520867123,1.64755691668116e-36,2.00639481313431e-32
21,10365,KLF2,-3.2383354871896,-12.5802269187199,2.7124960030108097e-36,3.3032776324665603e-32
22,55790,CSGALNACT1,-2.56794341053424,-12.5482245970824,4.06522643708304e-36,4.95063275507972e-32
23,23017,FAIM2,-4.5225170192474,-12.2635299666435,1.42168991580747e-34,1.73133397947034e-30
24,477,ATP1A2,-6.19693324856801,-12.1436166544247,6.20227129216565e-34,7.55312597959932e-30
25,25890,ABI3BP,-3.95162785099854,-12.1288516395548,7.42838044903113e-34,9.046281710830109e-30
26,2354,FOSB,-3.88729569370318,-12.0847430798423,1.2716704576475899e-33,1.54864028332324e-29
27,8013,NR4A3,-3.9415580997438,-12.073213115887,1.46307945402163e-33,1.78173815910754e-29
28,7122,CLDN5,-3.18238844947505,-11.9832752778639,4.34799577822351e-33,5.29498925872059e-29
29,6943,TCF21,-4.40117189114478,-11.9121201720512,1.0234144181269999e-32,1.2463140783950599e-28
30,4320,MMP11,4.78896292096877,11.8932901276157,1.28252832897626e-32,1.56186299902729e-28
31,10231,RCAN2,-3.39708070342033,-11.8694262789374,1.70633762829019e-32,2.07797796373179e-28
32,338328,GPIHBP1,-4.10793285199425,-11.7572489045611,6.48118241744071e-32,7.8927839479593e-28
33,1843,DUSP1,-2.93316483358112,-11.723014904908,9.71518150032437e-32,1.1831148031095e-27
34,51676,ASB2,-4.31999371999203,-11.7081763263994,1.1574232599238502e-31,1.40951004593527e-27
35,2294,FOXF1,-3.44229336984301,-11.6547725821223,2.16958884049674e-31,2.64212528995693e-27
36,9452,ITM2A,-3.33291931317952,-11.6145710916156,3.4752794163022504e-31,4.23219527317288e-27
37,1264,CNN1,-5.334294925325,-11.6003630292609,4.1033389243215605e-31,4.99704614203879e-27
