,Unnamed: 0,SYMBOL,FC,DESeq2.STAT,PVAL,ADJ.PVAL
1087,2175,FANCA,1.58893503761259,14.6095857028622,2.4399719168580098e-48,3.0436209690886804e-44
1089,27115,PDE7B,-1.52110168113452,-14.5852776602501,3.48501195169298e-48,4.3472039085418203e-44
1090,7516,XRCC2,1.73537523095588,14.5768760222114,3.94144460806537e-48,4.91655800410075e-44
1091,51267,CLEC1A,-1.59652353575328,-14.5643081777625,4.73756291699606e-48,5.909635982660891e-44
1094,57664,PLEKHA4,-1.59087053437018,-14.5386734051815,6.89152508728185e-48,8.596488393875391e-44
1098,654,BMP6,-2.13054912159088,-14.5265043788369,8.231510046093459e-48,1.0267985631496999e-43
1099,220,ALDH1A3,-1.94877286800711,-14.5183010454662,9.27814124337406e-48,1.15735533869848e-43
1100,6236,RRAD,-2.06793039571743,-14.5131499148986,1.0002001283771501e-47,1.24764964013765e-43
1102,79827,CLMP,-1.93980145812483,-14.4970111966218,1.2654095298619e-47,1.57847184754973e-43
1105,170692,ADAMTS18,-2.38901322464141,-14.4793763180888,1.63574638564301e-47,2.0404300414510898e-43
1119,10398,MYL9,-1.62470971632046,-14.4467457042137,2.62813068424053e-47,3.27833021552164e-43
1120,64072,CDH23,-1.96153343451038,-14.443465658433,2.7562701713909e-47,3.4381714117930096e-43
1123,3993,LLGL2,1.54862550810373,14.4252029812902,3.5921155813180103e-47,4.48080497613609e-43
1133,114822,RHPN1,1.72398164352567,14.3861880865624,6.318367239063541e-47,7.88153129400786e-43
1134,389114,ZNF662,-1.73264157843229,-14.3794879816984,6.96076088693503e-47,8.68285313036276e-43
1137,54972,TMEM132A,1.7279382310251,14.3579134162081,9.50458732154019e-47,1.18560222248892e-42
1138,2568,GABRP,-3.76553808795236,-14.3560912462838,9.75774346932575e-47,1.2171809203636899e-42
1139,129642,MBOAT2,1.67032607078219,14.3451529808564,1.14248073239153e-46,1.4251304655852e-42
1140,9638,FEZ1,-1.50581438474411,-14.3415183834446,1.20392279864309e-46,1.50177329902739e-42
1143,7512,XPNPEP2,-2.680589228737,-14.3342870235203,1.33611656467107e-46,1.6666718027707e-42
1146,9194,SLC16A7,-2.38643507990843,-14.32063735396,1.6262488991153401e-46,2.02858287675647e-42
1150,6586,SLIT3,-1.91225557248033,-14.3078424745271,1.9548439810892e-46,2.4384723820106697e-42
1151,64388,GREM2,-2.21863934149866,-14.2985083120428,2.23549999132647e-46,2.78856268918064e-42
1152,5152,PDE9A,-1.71801810625445,-14.2928737506432,2.4239664796942803e-46,3.0236557867706496e-42
1154,112609,MRAP2,-2.25133372024034,-14.2878776333238,2.6042582770983803e-46,3.24855177485251e-42
